"name","label","concept","geography"
"B20005I_079","Estimate!!Total:!!Female:!!Other:!!With earnings:!!$7,500 to $9,999","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO)","tract"
"B20005I_080","Estimate!!Total:!!Female:!!Other:!!With earnings:!!$10,000 to $12,499","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO)","tract"
"B20005I_081","Estimate!!Total:!!Female:!!Other:!!With earnings:!!$12,500 to $14,999","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO)","tract"
"B20005I_082","Estimate!!Total:!!Female:!!Other:!!With earnings:!!$15,000 to $17,499","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO)","tract"
"B20005I_083","Estimate!!Total:!!Female:!!Other:!!With earnings:!!$17,500 to $19,999","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO)","tract"
"B20005I_084","Estimate!!Total:!!Female:!!Other:!!With earnings:!!$20,000 to $22,499","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO)","tract"
"B20005I_085","Estimate!!Total:!!Female:!!Other:!!With earnings:!!$22,500 to $24,999","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO)","tract"
"B20005I_086","Estimate!!Total:!!Female:!!Other:!!With earnings:!!$25,000 to $29,999","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO)","tract"
"B20005I_087","Estimate!!Total:!!Female:!!Other:!!With earnings:!!$30,000 to $34,999","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO)","tract"
"B20005I_088","Estimate!!Total:!!Female:!!Other:!!With earnings:!!$35,000 to $39,999","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO)","tract"
"B20005I_089","Estimate!!Total:!!Female:!!Other:!!With earnings:!!$40,000 to $44,999","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO)","tract"
"B20005I_090","Estimate!!Total:!!Female:!!Other:!!With earnings:!!$45,000 to $49,999","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO)","tract"
"B20005I_091","Estimate!!Total:!!Female:!!Other:!!With earnings:!!$50,000 to $54,999","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO)","tract"
"B20005I_092","Estimate!!Total:!!Female:!!Other:!!With earnings:!!$55,000 to $64,999","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO)","tract"
"B20005I_093","Estimate!!Total:!!Female:!!Other:!!With earnings:!!$65,000 to $74,999","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO)","tract"
"B20005I_094","Estimate!!Total:!!Female:!!Other:!!With earnings:!!$75,000 to $99,999","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO)","tract"
"B20005I_095","Estimate!!Total:!!Female:!!Other:!!With earnings:!!$100,000 or more","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO)","tract"
"B20017H_001","Estimate!!Median earnings in the past 12 months (in 2021 inflation-adjusted dollars) --!!Total:","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B20017H_002","Estimate!!Median earnings in the past 12 months (in 2021 inflation-adjusted dollars) --!!Total:!!Male --!!Total","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B20017H_003","Estimate!!Median earnings in the past 12 months (in 2021 inflation-adjusted dollars) --!!Total:!!Male --!!Total!!Worked full-time, year-round in the past 12 months","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B20017H_004","Estimate!!Median earnings in the past 12 months (in 2021 inflation-adjusted dollars) --!!Total:!!Male --!!Total!!Other","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B20017H_005","Estimate!!Median earnings in the past 12 months (in 2021 inflation-adjusted dollars) --!!Total:!!Female --!!Total","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B20017H_006","Estimate!!Median earnings in the past 12 months (in 2021 inflation-adjusted dollars) --!!Total:!!Female --!!Total!!Worked full-time, year-round in the past 12 months","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B20017H_007","Estimate!!Median earnings in the past 12 months (in 2021 inflation-adjusted dollars) --!!Total:!!Female --!!Total!!Other","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B20017I_001","Estimate!!Median earnings in the past 12 months (in 2021 inflation-adjusted dollars) --!!Total:","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS (HISPANIC OR LATINO)","tract"
"B20017I_002","Estimate!!Median earnings in the past 12 months (in 2021 inflation-adjusted dollars) --!!Total:!!Male --!!Total","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS (HISPANIC OR LATINO)","tract"
"B20017I_003","Estimate!!Median earnings in the past 12 months (in 2021 inflation-adjusted dollars) --!!Total:!!Male --!!Total!!Worked full-time, year-round in the past 12 months","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS (HISPANIC OR LATINO)","tract"
"B20017I_004","Estimate!!Median earnings in the past 12 months (in 2021 inflation-adjusted dollars) --!!Total:!!Male --!!Total!!Other","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS (HISPANIC OR LATINO)","tract"
"B20017I_005","Estimate!!Median earnings in the past 12 months (in 2021 inflation-adjusted dollars) --!!Total:!!Female --!!Total","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS (HISPANIC OR LATINO)","tract"
"B20017I_006","Estimate!!Median earnings in the past 12 months (in 2021 inflation-adjusted dollars) --!!Total:!!Female --!!Total!!Worked full-time, year-round in the past 12 months","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS (HISPANIC OR LATINO)","tract"
"B20017I_007","Estimate!!Median earnings in the past 12 months (in 2021 inflation-adjusted dollars) --!!Total:!!Female --!!Total!!Other","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS (HISPANIC OR LATINO)","tract"
"B22005H_001","Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B22005H_002","Estimate!!Total:!!Household received Food Stamps/SNAP in the past 12 months","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B22005H_003","Estimate!!Total:!!Household did not receive Food Stamps/SNAP in the past 12 months","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B22005I_001","Estimate!!Total:","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (HISPANIC OR LATINO)","tract"
"B22005I_002","Estimate!!Total:!!Household received Food Stamps/SNAP in the past 12 months","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (HISPANIC OR LATINO)","tract"
"B22005I_003","Estimate!!Total:!!Household did not receive Food Stamps/SNAP in the past 12 months","RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (HISPANIC OR LATINO)","tract"
"B25003H_001","Estimate!!Total:","TENURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","block group"
"B25003H_002","Estimate!!Total:!!Owner occupied","TENURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","block group"
"B25003H_003","Estimate!!Total:!!Renter occupied","TENURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","block group"
"B25003I_001","Estimate!!Total:","TENURE (HISPANIC OR LATINO HOUSEHOLDER)","block group"
"B25003I_002","Estimate!!Total:!!Owner occupied","TENURE (HISPANIC OR LATINO HOUSEHOLDER)","block group"
"B25003I_003","Estimate!!Total:!!Renter occupied","TENURE (HISPANIC OR LATINO HOUSEHOLDER)","block group"
"B25014H_001","Estimate!!Total:","OCCUPANTS PER ROOM (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25014H_002","Estimate!!Total:!!1.00 or less occupants per room","OCCUPANTS PER ROOM (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25014H_003","Estimate!!Total:!!1.01 or more occupants per room","OCCUPANTS PER ROOM (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25014I_001","Estimate!!Total:","OCCUPANTS PER ROOM (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25014I_002","Estimate!!Total:!!1.00 or less occupants per room","OCCUPANTS PER ROOM (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25014I_003","Estimate!!Total:!!1.01 or more occupants per room","OCCUPANTS PER ROOM (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032H_001","Estimate!!Total:","UNITS IN STRUCTURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032H_002","Estimate!!Total:!!1, detached","UNITS IN STRUCTURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032H_003","Estimate!!Total:!!1, attached","UNITS IN STRUCTURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032H_004","Estimate!!Total:!!2","UNITS IN STRUCTURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032H_005","Estimate!!Total:!!3 or 4","UNITS IN STRUCTURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032H_006","Estimate!!Total:!!5 to 9","UNITS IN STRUCTURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032H_007","Estimate!!Total:!!10 to 19","UNITS IN STRUCTURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032H_008","Estimate!!Total:!!20 to 49","UNITS IN STRUCTURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032H_009","Estimate!!Total:!!50 or more","UNITS IN STRUCTURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032H_010","Estimate!!Total:!!Mobile home","UNITS IN STRUCTURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032H_011","Estimate!!Total:!!Boat, RV, van, etc.","UNITS IN STRUCTURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032I_001","Estimate!!Total:","UNITS IN STRUCTURE (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032I_002","Estimate!!Total:!!1, detached","UNITS IN STRUCTURE (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032I_003","Estimate!!Total:!!1, attached","UNITS IN STRUCTURE (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032I_004","Estimate!!Total:!!2","UNITS IN STRUCTURE (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032I_005","Estimate!!Total:!!3 or 4","UNITS IN STRUCTURE (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032I_006","Estimate!!Total:!!5 to 9","UNITS IN STRUCTURE (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032I_007","Estimate!!Total:!!10 to 19","UNITS IN STRUCTURE (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032I_008","Estimate!!Total:!!20 to 49","UNITS IN STRUCTURE (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032I_009","Estimate!!Total:!!50 or more","UNITS IN STRUCTURE (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032I_010","Estimate!!Total:!!Mobile home","UNITS IN STRUCTURE (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B25032I_011","Estimate!!Total:!!Boat, RV, van, etc.","UNITS IN STRUCTURE (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B26103H_001","Estimate!!Total:","GROUP QUARTERS TYPE (3 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","state"
"B26103H_002","Estimate!!Total:!!Group quarters population:","GROUP QUARTERS TYPE (3 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","state"
"B26103H_003","Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:","GROUP QUARTERS TYPE (3 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","state"
"B26103H_004","Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities","GROUP QUARTERS TYPE (3 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","state"
"B26103H_005","Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities","GROUP QUARTERS TYPE (3 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","state"
"B26103H_006","Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:","GROUP QUARTERS TYPE (3 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","state"
"B26103H_007","Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing","GROUP QUARTERS TYPE (3 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","state"
"B26103H_008","Estimate!!Total:!!Household population","GROUP QUARTERS TYPE (3 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","state"
"B26103I_001","Estimate!!Total:","GROUP QUARTERS TYPE (3 TYPES) (HISPANIC OR LATINO)","state"
"B26103I_002","Estimate!!Total:!!Group quarters population:","GROUP QUARTERS TYPE (3 TYPES) (HISPANIC OR LATINO)","state"
"B26103I_003","Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:","GROUP QUARTERS TYPE (3 TYPES) (HISPANIC OR LATINO)","state"
"B26103I_004","Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities","GROUP QUARTERS TYPE (3 TYPES) (HISPANIC OR LATINO)","state"
"B26103I_005","Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities","GROUP QUARTERS TYPE (3 TYPES) (HISPANIC OR LATINO)","state"
"B26103I_006","Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:","GROUP QUARTERS TYPE (3 TYPES) (HISPANIC OR LATINO)","state"
"B26103I_007","Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing","GROUP QUARTERS TYPE (3 TYPES) (HISPANIC OR LATINO)","state"
"B26103I_008","Estimate!!Total:!!Household population","GROUP QUARTERS TYPE (3 TYPES) (HISPANIC OR LATINO)","state"
"B26203H_001","Estimate!!Total:","GROUP QUARTERS TYPE (5 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","us"
"B26203H_002","Estimate!!Total:!!Group quarters population:","GROUP QUARTERS TYPE (5 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","us"
"B26203H_003","Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:","GROUP QUARTERS TYPE (5 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","us"
"B26203H_004","Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities","GROUP QUARTERS TYPE (5 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","us"
"B26203H_005","Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities","GROUP QUARTERS TYPE (5 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","us"
"B26203H_006","Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities","GROUP QUARTERS TYPE (5 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","us"
"B26203H_007","Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:","GROUP QUARTERS TYPE (5 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","us"
"B26203H_008","Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing","GROUP QUARTERS TYPE (5 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","us"
"B26203H_009","Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Military quarters/military ships","GROUP QUARTERS TYPE (5 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","us"
"B26203H_010","Estimate!!Total:!!Household population","GROUP QUARTERS TYPE (5 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","us"
"B26203I_001","Estimate!!Total:","GROUP QUARTERS TYPE (5 TYPES) (HISPANIC OR LATINO)","us"
"B26203I_002","Estimate!!Total:!!Group quarters population:","GROUP QUARTERS TYPE (5 TYPES) (HISPANIC OR LATINO)","us"
"B26203I_003","Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:","GROUP QUARTERS TYPE (5 TYPES) (HISPANIC OR LATINO)","us"
"B26203I_004","Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities","GROUP QUARTERS TYPE (5 TYPES) (HISPANIC OR LATINO)","us"
"B26203I_005","Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities","GROUP QUARTERS TYPE (5 TYPES) (HISPANIC OR LATINO)","us"
"B26203I_006","Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities","GROUP QUARTERS TYPE (5 TYPES) (HISPANIC OR LATINO)","us"
"B26203I_007","Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:","GROUP QUARTERS TYPE (5 TYPES) (HISPANIC OR LATINO)","us"
"B26203I_008","Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing","GROUP QUARTERS TYPE (5 TYPES) (HISPANIC OR LATINO)","us"
"B26203I_009","Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Military quarters/military ships","GROUP QUARTERS TYPE (5 TYPES) (HISPANIC OR LATINO)","us"
"B26203I_010","Estimate!!Total:!!Household population","GROUP QUARTERS TYPE (5 TYPES) (HISPANIC OR LATINO)","us"
"B28009H_001","Estimate!!Total:","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B28009H_002","Estimate!!Total:!!Has a computer:","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B28009H_003","Estimate!!Total:!!Has a computer:!!With dial-up Internet subscription alone","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B28009H_004","Estimate!!Total:!!Has a computer:!!With a broadband Internet subscription","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B28009H_005","Estimate!!Total:!!Has a computer:!!Without an Internet subscription","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B28009H_006","Estimate!!Total:!!No Computer","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B28009I_001","Estimate!!Total:","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO)","block group"
"B28009I_002","Estimate!!Total:!!Has a computer:","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO)","block group"
"B28009I_003","Estimate!!Total:!!Has a computer:!!With dial-up Internet subscription alone","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO)","block group"
"B28009I_004","Estimate!!Total:!!Has a computer:!!With a broadband Internet subscription","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO)","block group"
"B28009I_005","Estimate!!Total:!!Has a computer:!!Without an Internet subscription","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO)","block group"
"B28009I_006","Estimate!!Total:!!No Computer","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO)","block group"
"B98013_001","Estimate!!Total:","TOTAL POPULATION COVERAGE RATE BY WEIGHTING RACE AND HISPANIC OR LATINO GROUPS","us"
"B98013_002","Estimate!!Total:!!Not Hispanic or Latino:!!White","TOTAL POPULATION COVERAGE RATE BY WEIGHTING RACE AND HISPANIC OR LATINO GROUPS","us"
"B98013_003","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American","TOTAL POPULATION COVERAGE RATE BY WEIGHTING RACE AND HISPANIC OR LATINO GROUPS","us"
"B98013_004","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native","TOTAL POPULATION COVERAGE RATE BY WEIGHTING RACE AND HISPANIC OR LATINO GROUPS","us"
"B98013_005","Estimate!!Total:!!Not Hispanic or Latino:!!Asian","TOTAL POPULATION COVERAGE RATE BY WEIGHTING RACE AND HISPANIC OR LATINO GROUPS","us"
"B98013_006","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander","TOTAL POPULATION COVERAGE RATE BY WEIGHTING RACE AND HISPANIC OR LATINO GROUPS","us"
